"Mineral Name","Mineral Name (plain)","IMA Chemistry (plain)","Structural Groupname"
"Sartorite","Sartorite","PbAs2S4","Sartorite"
"Saryarkite-(Y)","Saryarkite-(Y)","Ca(Y,Th)Al5(SiO4)2(PO4)2(OH)7·6H2O"," "
"Sasaite","Sasaite","Al6(PO4)5(OH)3·36H2O"," "
"Sassolite","Sassolite","B(OH)3"," "
"Satimolite","Satimolite","KNa2(Al5Mg2)[B12O18(OH)12](OH)6Cl4·4H2O"," "
"Satpaevite","Satpaevite","Al12(V4+,V5+)8O37·30H2O (?)"," "
"Satterlyite","Satterlyite","(Fe2+,Mg,Fe3+)12(PO3OH)(PO4)5(OH,O)6","Holtedahlite"
"Sauconite","Sauconite","Na0.3Zn3(Si,Al)4O10(OH)2·4H2O","Smectite-vermiculite"
"Sayrite","Sayrite","Pb2(UO2)5O6(OH)2·4H2O"," "
"Sazhinite-(Ce)","Sazhinite-(Ce)","Na3CeSi6O15·2H2O"," "
"Sazhinite-(La)","Sazhinite-(La)","Na3LaSi6O15·2H2O"," "
"Sazykinaite-(Y)","Sazykinaite-(Y)","Na5YZrSi6O18·6H2O"," "
"Sbacchiite","Sbacchiite","Ca2AlF7"," "
"Sborgite","Sborgite","NaB5O6(OH)4·3H2O"," "
"Scacchite","Scacchite","MnCl2","Scacchite"
"Scainiite","Scainiite","Pb14Sb30S54O5"," "
"Scandiobabingtonite","Scandiobabingtonite","(Ca,Na)2(Fe2+,Mn)(Sc,Fe3+)Si5O14(OH)","Rhodonite"
"Scarbroite","Scarbroite","Al5(CO3)(OH)13·5H2O"," "
"Scawtite","Scawtite","Ca7(Si3O9)2(CO3)·2H2O"," "
"Schachnerite","Schachnerite","Ag1.1Hg0.9"," "
"Schafarzikite","Schafarzikite","Fe2+(Sb3+)2O4","Trippkeite"
"Schäferite","Schaferite","(NaCa2)Mg2(VO4)3","Garnet"
"Schairerite","Schairerite","Na21(SO4)7ClF6"," "
"Schallerite","Schallerite","Mn2+16As3+3Si12O36(OH)17","Clay"
"Schapbachite","Schapbachite","Ag0.4Pb0.2Bi0.4S","Rocksalt"
"Schaurteite","Schaurteite","Ca3Ge(SO4)2(OH)6·3H2O","Fleischerite"
"Scheelite","Scheelite","Ca(WO4)","Scheelite"
"Schertelite","Schertelite","(NH4)2Mg(PO3OH)2·4H2O"," "
"Scheuchzerite","Scheuchzerite","NaMn2+9Si9V5+O28(OH)4"," "
"Schiavinatoite","Schiavinatoite","Nb(BO4)","Zircon"
"Schieffelinite","Schieffelinite","Pb10Te6+6O20(OH)14(SO4)(H2O)5","Schieffelinite"
"Schindlerite","Schindlerite","{(NH4)4Na2(H2O)10}{V10O28}"," "
"Schizolite","Schizolite","NaCaMnSi3O8(OH)","Pectolite"
"Schlegelite","Schlegelite","Bi7O4(MoO4)2(AsO4)3"," "
"Schlemaite","Schlemaite","(Cu,[box])6(Pb,Bi)Se4"," "
"Schlossmacherite","Schlossmacherite","(H3O)Al3(SO4)2(OH)6","Alunite-Alunite"
"Schlüterite-(Y)","Schluterite-(Y)","(Y,REE)2AlSi2O7(OH)2F","Epidote"
"Schmidite","Schmidite","Zn(Fe3+0.5Mn2+0.5)2ZnFe3+(PO4)3(OH)3(H2O)8","Calcioferrite-Schoonerite"
"Schmiederite","Schmiederite","Cu2Pb2(Se4+O3)(Se6+O4)(OH)4","Linarite"
"Schmitterite","Schmitterite","(UO2)(Te4+O3)"," "
"Schneebergite","Schneebergite","BiCo2(AsO4)2(OH)·H2O","Natrochalcite"
"Schneiderhöhnite","Schneiderhohnite","Fe2+Fe3+3As3+5O13"," "
"Schoderite","Schoderite","Al2(PO4)(VO4)·8H2O"," "
"Schoenfliesite","Schoenfliesite","MgSn(OH)6","Perovskite"
"Schoepite","Schoepite","(UO2)4O(OH)6(H2O)6","Schoepite"
"Schöllhornite","Schollhornite","Na0.3CrS2·H2O"," "
"Scholzite","Scholzite","CaZn2(PO4)2·2H2O"," "
"Schoonerite","Schoonerite","ZnMn2+Fe2+2Fe3+(PO4)3(OH)2(H2O)7·2H2O","Calcioferrite-Schoonerite"
"Schorl","Schorl","NaFe2+3Al6(Si6O18)(BO3)3(OH)3(OH)","Tourmaline"
"Schorlomite","Schorlomite","Ca3Ti2(SiFe3+2)O12","Garnet"
"Schreibersite","Schreibersite","(Fe,Ni)3P"," "
"Schreyerite","Schreyerite","V3+2Ti4+3O9","Schreyerite"
"Schröckingerite","Schrockingerite","NaCa3(UO2)(SO4)(CO3)3F·10H2O"," "
"Schubnelite","Schubnelite","Fe3+(V5+O4)·H2O","Schubnelite"
"Schuetteite","Schuetteite","Hg3O2(SO4)"," "
"Schuilingite-(Nd)","Schuilingite-(Nd)","CuPbNd(CO3)3(OH)·1.5H2O"," "
"Schulenbergite","Schulenbergite","(Cu,Zn)7(SO4)2(OH)10·3H2O","Ktenasite"
"Schüllerite","Schullerite","Ba2Ti2Na2Mg2(Si2O7)2O2F2","Seidozerite-Murmanite"
"Schultenite","Schultenite","Pb(AsO3OH)"," "
"Schumacherite","Schumacherite","Bi3O(VO4)2(OH)"," "
"Schwartzembergite","Schwartzembergite","Pb2+5H2I3+O6Cl3"," "
"Schwertmannite","Schwertmannite","Fe3+16O16(OH)9.6(SO4)3.2·10H2O"," "
"Sclarite","Sclarite","Zn7(CO3)2(OH)10"," "
"Scolecite","Scolecite","Ca(Si3Al2)O10·3H2O","Natrolite"
"Scordariite","Scordariite","K8(Fe3+0.67[box]0.33)[Fe3+3O(SO4)6(H2O)3]2·11H2O","Metavoltine"
"Scorodite","Scorodite","Fe3+(AsO4)·2H2O"," "
"Scorticoite","Scorticoite","Mn6(Sb[box])(SiO4)2O3(OH)3","Welinite"
"Scorzalite","Scorzalite","Fe2+Al2(PO4)2(OH)2","Lazulite"
"Scotlandite","Scotlandite","Pb(S4+O3)"," "
"Scottyite","Scottyite","BaCu2Si2O7"," "
"Scrutinyite","Scrutinyite","PbO2","Columbite"
"Seaborgite","Seaborgite","LiK2Na6(UO2)(SO4)5(SO3OH)(H2O)"," "
"Seamanite","Seamanite","Mn2+3B(OH)4(PO4)(OH)2"," "
"Searlesite","Searlesite","NaBSi2O5(OH)2"," "
"Sederholmite","Sederholmite","NiSe","Nickeline"
"Sedovite","Sedovite","U4+(MoO4)2"," "
"Seeligerite","Seeligerite","Pb3(IO4)Cl3"," "
"Seelite","Seelite","Mg(UO2)2(AsO3,AsO4)2·7H2O","Seelite"
"Segelerite","Segelerite","CaMgFe3+(PO4)2(OH)·4H2O","Overite"
"Segerstromite","Segerstromite","Ca3(As5+O4)2[As3+(OH)3]2"," "
"Segnitite","Segnitite","PbFe3+3(AsO4)(AsO3OH)(OH)6","Alunite-crandallite"
"Seidite-(Ce)","Seidite-(Ce)","Na4(Ce,Sr)2TiSi8O18(O,OH,F)6·5H2O"," "
"Seidozerite","Seidozerite","Na2Zr2Na2MnTi(Si2O7)2O2F2","Seidozerite-Rinkite"
"Seifertite","Seifertite","SiO2"," "
"Seinäjokite","Seinajokite","FeSb2","Löllingite"
"Sejkoraite-(Y)","Sejkoraite-(Y)","Y2[(UO2)8O6(SO4)4(OH)2]·26H2O","Zippeite"
"Sekaninaite","Sekaninaite","Fe2+2Al4Si5O18","Beryl"
"Selenium","Selenium","Se","Sulphur"
"Selenojalpaite","Selenojalpaite","Ag3CuSe2","Jalpaite"
"Selenolaurite","Selenolaurite","RuSe2","Pyrite"
"Selenopolybasite","Selenopolybasite","Cu(Ag,Cu)6Ag9Sb2(S,Se)9Se2"," "
"Selenostephanite","Selenostephanite","Ag5SbSe4"," "
"Seligmannite","Seligmannite","CuPbAsS3","Bournonite"
"Selivanovaite","Selivanovaite","NaTi3(Ti,Na,Fe,Mn)4(Si2O7)2O4(OH,H2O)4·nH2O"," "
"Sellaite","Sellaite","MgF2","Rutile"
"Selwynite","Selwynite","NaKBeZr2(PO4)4·2H2O"," "
"Semenovite-(Ce)","Semenovite-(Ce)","(Na,Ca)9Fe2+Ce2(Si,Be)20(O,OH,F)48"," "
"Semseyite","Semseyite","Pb9Sb8S21"," "
"Senaite","Senaite","Pb(Mn,Y,U)(Fe,Zn)2(Ti,Fe,Cr,V)18(O,OH)38","Crichtonite"
"Senarmontite","Senarmontite","Sb2O3","Arsenolite"
"Senegalite","Senegalite","Al2(PO4)(OH)3·H2O"," "
"Sengierite","Sengierite","Cu2(UO2)2(VO4)2(OH)2·6H2O"," "
"Senkevichite","Senkevichite","CsNaKCa2TiOSi7O18(OH)"," "
"Sepiolite","Sepiolite","Mg4Si6O15(OH)2·6H2O","Clay"
"Serandite","Serandite","NaMn2+2Si3O8(OH)","Pectolite"
"Serendibite","Serendibite","Ca4[Mg6Al6]O4[Si6B3Al3O36]","Sapphirine"
"Sergeevite","Sergeevite","Ca2Mg11(CO3)9(HCO3)4(OH)4·6H2O"," "
"Sergevanite","Sergevanite","Na15(Ca3Mn3)(Na2Fe)Zr3Si26O72(OH)3·H2O","Eudialyte"
"Sergeysmirnovite","Sergeysmirnovite","MgZn2(PO4)2·4H2O"," "
"Serpierite","Serpierite","Ca(Cu,Zn)4(SO4)2(OH)6·3H2O","Devilline"
"Serrabrancaite","Serrabrancaite","Mn(PO4)·H2O","Kieserite"
"Sewardite","Sewardite","CaFe3+2(AsO4)2(OH)2","Carminite"
"Shabaite-(Nd)","Shabaite-(Nd)","CaNd2(UO2)(CO3)4(OH)2·6H2O"," "
"Shabynite","Shabynite","Mg5(BO3)(OH)5Cl2·4H2O"," "
"Shadlunite","Shadlunite","(Fe,Cu)8(Pb,Cd)S8","Pentlandite"
"Shafranovskite","Shafranovskite","Na3K2(Mn,Fe,Na)4[Si9(O,OH)27](OH)2·nH2O"," "
"Shagamite","Shagamite","HFe11O17","Plumboferrite"
"Shakhdaraite-(Y)","Shakhdaraite-(Y)","ScYNb2O8","Brookite"
"Shakhovite","Shakhovite","Hg1+4Sb5+O3(OH)3"," "
"Shandite","Shandite","Ni3Pb2S2"," "
"Shannonite","Shannonite","Pb2O(CO3)"," "
"Sharpite","Sharpite","Ca(UO2)3(CO3)4·3H2O"," "
"Sharyginite","Sharyginite","Ca3TiFe2O8","Perovskite"
"Shasuite","Shasuite","CaNi3(P2O7)2"," "
"Shattuckite","Shattuckite","Cu5(SiO3)4(OH)2"," "
"Shcherbakovite","Shcherbakovite","K2NaTi2O(OH)Si4O12","Batisite"
"Shcherbinaite","Shcherbinaite","V2O5"," "
"Shchurovskyite","Shchurovskyite","K2CaCu6O2(AsO4)4"," "
"Sheldrickite","Sheldrickite","NaCa3(CO3)2F3·H2O"," "
"Shenzhuangite","Shenzhuangite","NiFeS2","Chalcopyrite"
"Sherwoodite","Sherwoodite","Ca4.5AlV4+2V5+12O40·28H2O"," "
"Shibkovite","Shibkovite","K2Ca2(Zn3Si12)O30","Milarite"
"Shigaite","Shigaite","Mn6Al3(OH)18[Na(H2O)6](SO4)2·6H2O","Hydrotalcite"
"Shilovite","Shilovite","Cu(NH3)4(NO3)2"," "
"Shimazakiite","Shimazakiite","Ca2B2O5"," "
"Shinkolobweite","Shinkolobweite","Pb1.25[U5+(H2O)2(U6+O2)5O8(OH)2](H2O)5"," "
"Shirokshinite","Shirokshinite","K(Mg2Na)Si4O10F2"," "
"Shirozulite","Shirozulite","KMn2+3(Si3Al)O10(OH)2"," "
"Shkatulkalite","Shkatulkalite","Na10MnTi3Nb3(Si2O7)6(OH)2F·12H2O","Seidozerite-Lamprophyllite"
"Shlykovite","Shlykovite","KCa[Si4O9(OH)]·3H2O"," "
"Shomiokite-(Y)","Shomiokite-(Y)","Na3Y(CO3)3·3H2O"," "
"Shortite","Shortite","Na2Ca2(CO3)3"," "
"Shosanbetsuite","Shosanbetsuite","Ag3Sn"," "
"Shuangfengite","Shuangfengite","IrTe2","Melonite"
"Shubnikovite","Shubnikovite","Ca2Cu8(AsO4)6Cl(OH)·7H2O (?)"," "
"Shuiskite-(Cr)","Shuiskite-(Cr)","Ca2CrCr2[SiO4][Si2O6(OH)](OH)2O","Pumpellyite"
"Shuiskite-(Mg)","Shuiskite-(Mg)","Ca2MgCr2(Si2O7)(SiO4)(OH)2·H2O","Pumpellyite"
"Shulamitite","Shulamitite","Ca3TiFe3+AlO8","Brownmillerite"
"Shumwayite","Shumwayite","[(UO2)(SO4)(H2O)2]2·H2O"," "
"Shuvalovite","Shuvalovite","K2(Ca2Na)(SO4)3F"," "
"Sibirskite","Sibirskite","CaH(BO3)"," "
"Sicherite","Sicherite","TlAg2(As,Sb)3S6"," "
"Sicklerite","Sicklerite","LiMn2+(PO4)","Olivine"
"Siderazot","Siderazot","Fe3Ni1.33"," "
"Siderite","Siderite","Fe(CO3)","Calcite"
"Sideronatrite","Sideronatrite","Na2Fe3+(SO4)2(OH)·3H2O"," "
"Siderophyllite","Siderophyllite","KFe2+2Al(Si2Al2)O10(OH)2","Mica"
"Siderotil","Siderotil","Fe(SO4)·5H2O","Chalcanthite"
"Sidorenkite","Sidorenkite","Na3Mn(PO4)(CO3)","Bradleyite"
"Sidpietersite","Sidpietersite","Pb2+4(S2O3)O2(OH)2"," "
"Sidwillite","Sidwillite","MoO3·2H2O"," "
"Siegenite","Siegenite","CoNi2S4","Spinel"
"Sieleckiite","Sieleckiite","Cu3Al4(PO4)2(OH)12·2H2O"," "
"Sigloite","Sigloite","Fe3+Al2(PO4)2(OH)3·7H2O","Laueite"
"Siidraite","Siidraite","Pb2Cu(OH)2I3"," "
"Silesiaite","Silesiaite","Ca2Fe3+Sn(Si2O7)(Si2O6OH)","Kristiansenite"
"Silhydrite","Silhydrite","Si3O6·H2O"," "
"Silicocarnotite","Silicocarnotite","Ca5[(PO4)(SiO4)](PO4)"," "
"Silicon","Silicon","Si","Diamond"
"Silinaite","Silinaite","NaLiSi2O5·2H2O"," "
"Sillénite","Sillenite","Bi12SiO20"," "
"Sillimanite","Sillimanite","Al2SiO5"," "
"Silver","Silver","Ag","Copper"
"Silvialite","Silvialite","Ca4Al6Si6O24(SO4)","Scapolite"
"Simferite","Simferite","Li(Mg,Fe3+,Mn3+)2(PO4)2","Olivine-Sarcopside"
"Simmonsite","Simmonsite","Na2LiAlF6","Perovskite"
"Simonellite","Simonellite","C19H24"," "
"Simonite","Simonite","TlHgAs3S6"," "
"Simonkolleite","Simonkolleite","Zn5(OH)8Cl2·H2O"," "
"Simplotite","Simplotite","CaV4+4O9·5H2O"," "
"Simpsonite","Simpsonite","Al4Ta3O13(OH)"," "
"Sincosite","Sincosite","Ca(VO)2(PO4)2·4H2O","Sincosite"
"Sinhalite","Sinhalite","MgAl(BO4)","Olivine"
"Sinjarite","Sinjarite","CaCl2·2H2O"," "
"Sinkankasite","Sinkankasite","Mn2+Al(PO3OH)2(OH)·6H2O"," "
"Sinnerite","Sinnerite","Cu6As4S9"," "
"Sinoite","Sinoite","Si2N2O"," "
"Sitinakite","Sitinakite","KNa2Ti4Si2O13(OH)·4H2O"," "
"Siudaite","Siudaite","Na8(Mn2+2Na)Ca6Fe3+3Zr3NbSi25O74(OH)2Cl·5H2O","Eudialyte"
"Siwaqaite","Siwaqaite","Ca6Al2(CrO4)3(OH)12·26H2O","Ettringite"
"Skaergaardite","Skaergaardite","PdCu","Iron"
"Skinnerite","Skinnerite","Cu3SbS3"," "
"Skippenite","Skippenite","Bi2Se2Te","Tetradymite"
"Sklodowskite","Sklodowskite","Mg(UO2)2(SiO3OH)2·6H2O"," "
"Skorpionite","Skorpionite","Ca3Zn2(PO4)2(CO3)(OH)2·H2O"," "
"Skutterudite","Skutterudite","CoAs3","Perovskite"
"Slavíkite","Slavikite","(H3O)3Mg6Fe15(SO4)21(OH)18·98H2O"," "
"Slavkovite","Slavkovite","Cu13(AsO4)6(AsO3OH)4·23H2O"," "
"Slawsonite","Slawsonite","Sr(Al2Si2O8)"," "
"Šlikite","Slikite","Zn2Mg(CO3)2(OH)2·4H2O"," "
"Sluzhenikinite","Sluzhenikinite","Pd15(Sb7-xSnx); 3 ≤ x ≤ 4"," "
"Smamite","Smamite","Ca2Sb(OH)4[H(AsO4)2]·6H2O"," "
"Smirnite","Smirnite","Bi3+2Te4+O5"," "
"Smirnovskite","Smirnovskite","(Th,Ca)(PO4)·nH2O"," "
"Smithite","Smithite","AgAsS2"," "
"Smithsonite","Smithsonite","Zn(CO3)","Calcite"
"Smolyaninovite","Smolyaninovite","Co3Fe3+2(AsO4)4·11H2O","Smolyaninovite"
"Smrkovecite","Smrkovecite","Bi2O(OH)(PO4)","Atelestite"
"Smythite","Smythite","(Fe,Ni)3+xS4 (x ≈ 0-0.3)"," "
"Sobolevite","Sobolevite","Na6(Na2Ca)(NaCaMn)Na2Ti2Na2(TiMn)(Si2O7)2(PO4)4O2(OF)F2","Seidozerite-Murmanite"
"Sobolevskite","Sobolevskite","PdBi","Nickeline"
"Sodalite","Sodalite","Na4(Si3Al3)O12Cl","Sodalite"
"Soddyite","Soddyite","(UO2)2(SiO4)·2H2O"," "
"Sofiite","Sofiite","Zn2(Se4+O3)Cl2"," "
"Sogdianite","Sogdianite","KZr2Li3Si12O30","Milarite"
"Söhngeite","Sohngeite","Ga(OH)3","Perovskite"
"Sokolovaite","Sokolovaite","CsLi2AlSi4O10F2","Mica"
"Solongoite","Solongoite","Ca2B3O4(OH)4Cl"," "
"Somersetite","Somersetite","Pb8O(OH)4(CO3)5"," "
"Sonolite","Sonolite","Mn2+9(SiO4)4(OH)2","Humite"
"Sonoraite","Sonoraite","Fe3+(Te4+O3)(OH)·H2O"," "
"Sopcheite","Sopcheite","Ag4Pd3Te4"," "
"Sorbyite","Sorbyite","Pb9Cu(Sb,As)11S26","Madocite"
"Sørensenite","Sorensenite","Na4Be2Sn(Si3O9)2·2H2O"," "
"Sorosite","Sorosite","Cu1+x(Sn,Sb)","Nickeline"
"Sosedkoite","Sosedkoite","K5Al2Ta22O60"," "
"Součekite","Soucekite","CuPbBi(S,Se)3","Bournonite"
"Souzalite","Souzalite","Mg3Al4(PO4)4(OH)6·2H2O","Souzalite"
"Spadaite","Spadaite","MgSiO2(OH)2·H2O (?)"," "
"Spaltiite","Spaltiite","Tl2Cu2As2S5"," "
"Spangolite","Spangolite","Cu6Al(SO4)(OH)12Cl·3H2O","Spangolite"
"Spencerite","Spencerite","Zn4(PO4)2(OH)2·3H2O"," "
"Sperrylite","Sperrylite","PtAs2","Pyrite"
"Spertiniite","Spertiniite","Cu(OH)2"," "
"Spessartine","Spessartine","Mn2+3Al2(SiO4)3","Garnet"
"Sphaerobertrandite","Sphaerobertrandite","Be3(SiO4)(OH)2"," "
"Sphaerobismoite","Sphaerobismoite","Bi2O3"," "
"Sphalerite","Sphalerite","ZnS","Sphalerite"
"Spheniscidite","Spheniscidite","(NH4)Fe3+2(PO4)2(OH)·2H2O","Leucophosphite"
"Spherocobaltite","Spherocobaltite","Co(CO3)"," "
"Spinel","Spinel","MgAl2O4","Spinel"
"Spionkopite","Spionkopite","Cu39S28"," "
"Spiridonovite","Spiridonovite","(Cu1-xAgx)2Te, (x≈0.4)","Fluorite"
"Spiroffite","Spiroffite","Mn2+2Te4+3O8"," "
"Spodumene","Spodumene","LiAlSi2O6","Pyroxene"
"Spriggite","Spriggite","Pb3(UO2)6O8(OH)2·3H2O"," "
"Springcreekite","Springcreekite","BaV3+3(PO4)(PO3OH)(OH)6","Alunite-crandallite"
"Spryite","Spryite","Ag8(As3+0.5As5+0.5)S6","Argyrodite"
"Spurrite","Spurrite","Ca5(SiO4)2(CO3)","Spurrite-Afwillite"
"Srebrodolskite","Srebrodolskite","Ca2Fe3+2O5","Perovskite"
"Šreinite","Sreinite","Pb(UO2)4(BiO)3(PO4)2(OH)7·4H2O"," "
"Srilankite","Srilankite","Ti2ZrO6","Columbite"
"Stalderite","Stalderite","TlCu(Zn,Fe,Hg)2As2S6","Routhierite"
"Staněkite","Stanekite","Fe3+Mn2+O(PO4)","Wagnerite"
"Stanfieldite","Stanfieldite","Ca4Mg5(PO4)6"," "
"Stangersite","Stangersite","SnGeS3"," "
"Stanleyite","Stanleyite","V4+O(SO4)·6H2O"," "
"Stannite","Stannite","Cu2FeSnS4","Sphalerite"
"Stannoidite","Stannoidite","Cu8(Fe,Zn)3Sn2S12","Stannoidite"
"Stannopalladinite","Stannopalladinite","Pd3Sn2 (?)"," "
"Starkeyite","Starkeyite","Mg(SO4)·4H2O","Starkeyite"
"Staročeskéite","Staroceskeite","Ag0.70Pb1.60(Bi1.35Sb1.35)Σ2.70S6","Lillianite"
"Starovaite","Starovaite","KCu5O(VO4)3"," "
"Staurolite","Staurolite","Fe2+2Al9Si4O23(OH)","Staurolite"
"Stavelotite-(La)","Stavelotite-(La)","La3Mn2+3Cu2+(Mn3+,Fe3+,Mn4+)26(Si2O7)6O30"," "
"Steacyite","Steacyite","K0.3(Na,Ca)2ThSi8O20","Steacyite"
"Steedeite","Steedeite","NaMn2[Si3BO9](OH)2"," "
"Steenstrupine-(Ce)","Steenstrupine-(Ce)","Na14Ce6Mn2+2Fe3+2Zr(PO4)7Si12O36(OH)2·3H2O"," "
"Stefanweissite","Stefanweissite","(Ca,REE)2Zr2(Nb,Ti)(Ti,Nb)2Fe2+O14","Zirconolite"
"Steigerite","Steigerite","Al(VO4)·3H2O"," "
"Steinhardtite","Steinhardtite","Al","Iron"
"Steinmetzite","Steinmetzite","Zn2Fe3+(PO4)2(OH)·3H2O"," "
"Steklite","Steklite","KAl(SO4)2","Sabieite"
"Stellerite","Stellerite","Ca4(Si28Al8)O72·28H2O","Stilbite"
"Stenhuggarite","Stenhuggarite","CaFe3+Sb3+As3+2O7"," "
"Stenonite","Stenonite","Sr2Al(CO3)F5"," "
"Stepanovite","Stepanovite","NaMgFe3+(C2O4)3·9H2O","Oxalate"
"Stephanite","Stephanite","Ag5SbS4"," "
"Štěpite","Stepite","U(AsO3OH)2·4H2O"," "
"Stercorite","Stercorite","(NH4)Na(PO3OH)·4H2O"," "
"Stergiouite","Stergiouite","CaZn2(AsO4)2·4H2O","Phosphophyllite"
"Sterlinghillite","Sterlinghillite","Mn2+3(AsO4)2·3H2O"," "
"Sternbergite","Sternbergite","AgFe2S3","Cubanite"
"Steropesite","Steropesite","Tl3BiCl6"," "
"Sterryite","Sterryite","Cu(Ag,Cu)3Pb19(Sb,As)22(As)2S56","Madocite"
"Stetefeldtite","Stetefeldtite","Ag2Sb2(O,OH)7","Pyrochlore"
"Stetindite-(Ce)","Stetindite-(Ce)","Ce(SiO4)","Zircon"
"Steudelite","Steudelite","Na3(K17Ca7)Ca4(Al24Si24O96)(SO3)6F6·4H2O","Cancrinite"
"Stevensite","Stevensite","(Ca,Na)xMg3-ySi4O10(OH)2","Clay"
"Steverustite","Steverustite","Pb2+5(OH)5[Cu1+(S6+O3S2-)3](H2O)2"," "
"Stewartite","Stewartite","Mn2+Fe3+2(PO4)2(OH)2·8H2O","Stewartite"
"Stibarsen","Stibarsen","SbAs","Arsenic"
"Stibiconite","Stibiconite","Sb3+Sb5+2O6(OH)","Pyrochlore"
"Stibioclaudetite","Stibioclaudetite","AsSbO3","Claudetite"
"Stibiocolumbite","Stibiocolumbite","SbNbO4"," "
"Stibiocolusite","Stibiocolusite","Cu13V(Sb,Sn,As)3S16","Sphalerite"
"Stibiogoldfieldite","Stibiogoldfieldite","Cu6Cu6(Sb2Te2)S13","Tetrahedrite"
"Stibiopalladinite","Stibiopalladinite","Pd5Sb2"," "
"Stibiotantalite","Stibiotantalite","Sb3+TaO4"," "
"Stibivanite","Stibivanite","Sb3+2V4+O5"," "
"Stibnite","Stibnite","Sb2S3","Stibnite"
"Stichtite","Stichtite","Mg6Cr2(CO3)(OH)16·4H2O","Hydrotalcite"
"Stilbite-Ca","Stilbite-Ca","NaCa4(Si27Al9)O72·28H2O","Stilbite"
"Stilbite-Na","Stilbite-Na","Na9(Si27Al9)O72·28H2O","Stilbite"
"Stilleite","Stilleite","ZnSe","Sphalerite"
"Stillwaterite","Stillwaterite","Pd8As3","Stillwaterite"
"Stillwellite-(Ce)","Stillwellite-(Ce)","CeBSiO5"," "
"Stilpnomelane","Stilpnomelane","(K,Ca,Na)(Fe,Mg,Al)8(Si,Al)12(O,OH)36·nH2O","Clay"
"Stishovite","Stishovite","SiO2","Rutile"
"Stistaite","Stistaite","SnSb","Rocksalt"
"Stöfflerite","Stofflerite","CaAl2Si2O8","Coronadite"
"Stoiberite","Stoiberite","Cu5O2(VO4)2"," "
"Stokesite","Stokesite","CaSnSi3O9·2H2O"," "
"Stolperite","Stolperite","AlCu","Iron"
"Stolzite","Stolzite","Pb(WO4)","Scheelite"
"Stoppaniite","Stoppaniite","Fe3+2Be3Si6O18·H2O","Beryl"
"Stottite","Stottite","Fe2+Ge(OH)6","Perovskite"
"Stracherite","Stracherite","BaCa6(SiO4)2[(PO4)(CO3)]F","Zadovite"
"Straczekite","Straczekite","(Ca,K,Ba)(V5+,V4+)8O20·3H2O","Straczekite"
"Strakhovite","Strakhovite","NaBa3(Mn2+,Mn3+)4[Si4O10(OH)2][Si2O7]O2·(F,OH)·H2O"," "
"Stranskiite","Stranskiite","CuZn2(AsO4)2"," "
"Strashimirite","Strashimirite","Cu4(AsO4)2(OH)2·2.5H2O"," "
"Straßmannite","Strassmannite","Al(UO2)(SO4)2F·16H2O","Leydetite"
"Strätlingite","Stratlingite","Ca2Al(Si,Al)2O2(OH)10·2.25H2O"," "
"Strelkinite","Strelkinite","Na2(UO2)2(VO4)2·6H2O"," "
"Strengite","Strengite","Fe3+(PO4)·2H2O"," "
"Stringhamite","Stringhamite","CaCu(SiO4)·H2O"," "
"Stromeyerite","Stromeyerite","CuAgS"," "
"Stronadelphite","Stronadelphite","Sr5(PO4)3F","Apatite"
"Stronalsite","Stronalsite","Na2SrAl4Si4O16"," "
"Strontianite","Strontianite","Sr(CO3)","Aragonite"
"Strontioborite","Strontioborite","Sr[B8O11(OH)4]"," "
"Strontiochevkinite","Strontiochevkinite","(Sr,Ce,La)4Fe2+(Ti,Zr)4O8(Si2O7)2","Chevkinite"
"Strontiodresserite","Strontiodresserite","SrAl2(CO3)2(OH)4·H2O","Dundasite"
"Strontiofluorite","Strontiofluorite","SrF2","Fluorite"
"Strontioginorite","Strontioginorite","CaSrB14O20(OH)6·5H2O"," "
"Strontiohurlbutite","Strontiohurlbutite","SrBe2(PO4)2","Danburite"
"Strontiojoaquinite","Strontiojoaquinite","(Na,Fe)2Ba2Sr2Ti2(SiO3)8(O,OH)2·H2O","Joaquinite"
"Strontiomelane","Strontiomelane","Sr(Mn4+6Mn3+2)O16","Coronadite"
"Strontio-orthojoaquinite","Strontio-orthojoaquinite","NaSr4Fe3+Ti2Si8O24(OH)4","Joaquinite"
"Strontioperloffite","Strontioperloffite","SrMn2+2Fe3+2(PO4)3(OH)3","Bjarebyite"
"Strontiopharmacosiderite","Strontiopharmacosiderite","Sr0.5Fe4[(AsO4)3(OH)4]·4H2O","Pharmacosiderite"
"Strontioruizite","Strontioruizite","Sr2Mn3+2Si4O11(OH)4·2H2O","Ruizite"
"Strontiowhitlockite","Strontiowhitlockite","Sr9Mg(PO3OH)(PO4)6","Cerite"
"Strunzite","Strunzite","Mn2+Fe3+2(PO4)2(OH)2·6H2O","Strunzite"
"Struvite","Struvite","(NH4)Mg(PO4)·6H2O","Struvite"
"Struvite-(K)","Struvite-(K)","KMg(PO4)·6H2O","Struvite"
"Studenitsite","Studenitsite","NaCa2B9O14(OH)4·2H2O"," "
"Studtite","Studtite","(UO2)(O2)(H2O)2·2H2O"," "
"Stumpflite","Stumpflite","PtSb","Nickeline"
"Sturmanite","Sturmanite","Ca6Fe3+2(SO4)2.5[B(OH)4](OH)12·25H2O","Ettringite"
"Stützite","Stutzite","Ag5-xTe3 (x = 0.24-0.36)"," "
